Vehicle_ID,execution_target,latency_ms,energy_J,workload,workload_scaled,resource_utilization_pct,Vehicle_Type,Vehicle_Priority,fog_node,Slice_Type,offline_mode,Task_ID,task_size,requested_bandwidth_mbps,allocated_bandwidth_mbps,offload_success,handover_latency_ms,queue_length,AI_Optimization_Score,reward,execution_target_offline,latency_ms_offline,queue_length_offline,task_success_offline,chosen_target,cost_vehicle,cost_fog,cost_cloud,chosen_cost,alpha,beta,gamma,is_offline,eff_latency_ms,eff_energy_J
V372,cloud,66.75,0.1838,24753498,24.753498,87.83,Sedan,0,N427,eMBB,0,T9536,5726,52,52,1,12.75286789,2.6431,0.881352788,0.649710797,cloud,66.75,2.6431,1,cloud,43.129536801417615,25.43679129855246,22.94527138782132,22.94527138782132,0.42105263157894735,0.21052631578947367,0.36842105263157887,False,71.4225,0.20769399999999996
V528,cloud,72.0,0.2007,44193063,44.193063,86.21,Truck,1,N132,URLLC,0,T4994,9547,277,205,1,13.19817106,2.7038,0.895662693,0.583922838,cloud,72.0,2.7038,1,cloud,60.269859736648144,28.56344108372373,22.503845301392968,22.503845301392968,0.38095238095238093,0.28571428571428575,0.3333333333333333,False,77.04,0.22679099999999996
V211,vehicle,61.04,0.2121,2578660,2.57866,83.0,Motorcycle,0,N56,URLLC,0,T4210,1130,182,30,1,13.73641991,2.6689,0.942652629,0.798493534,vehicle,61.04,2.6689,1,vehicle,24.72475145866806,25.602811942791735,26.329986570513707,24.72475145866806,0.42105263157894735,0.21052631578947367,0.36842105263157887,False,56.7672,0.184527
V236,fog,72.0,0.2121,10505160,10.50516,87.56,Motorcycle,1,N477,mMTC,1,T10938,5112,139,133,0,15.71105577,2.0573,0.854883287,0.760008185,fog,87.153597744747,2.855053898623157,1,fog,29.806506184646512,25.16084772944632,23.249178757521424,25.16084772944632,0.38095238095238093,0.28571428571428575,0.3333333333333333,True,72.0,0.2121
V102,cloud,72.0,0.2139,27337408,27.337408,84.22,Truck,0,N443,eMBB,0,T6168,7784,235,99,1,12.19804269,2.562,0.905934967,0.65746195,cloud,72.0,2.562,1,cloud,48.37044286046993,27.444851200147287,24.756397392470028,24.756397392470028,0.42105263157894735,0.21052631578947367,0.36842105263157887,False,77.04,0.24170699999999998
V987,cloud,72.0,0.2373,10875726,10.875726,87.64,Truck,1,N89,eMBB,0,T4689,2351,226,219,1,14.08540663,2.5392,0.862403024,0.644081784,cloud,72.0,2.5392,1,cloud,29.97400993110094,25.065489463574625,23.027340055268056,23.027340055268056,0.38095238095238093,0.28571428571428575,0.3333333333333333,False,77.04,0.26814899999999997
V903,vehicle,68.66,0.2027,4809164,4.809164,84.92,Truck,1,N137,URLLC,0,T6878,6103,161,86,1,14.55448741,1.8555,0.855870683,0.802220696,vehicle,68.66,1.8555,1,fog,26.08662306038494,25.484753034364463,25.504677093375705,25.484753034364463,0.38095238095238093,0.28571428571428575,0.3333333333333333,False,68.66,0.2027
V948,fog,58.0,0.24,6088524,6.088524,87.83,Motorcycle,1,N131,mMTC,0,T10734,1612,152,152,1,11.27870248,2.5188,0.901700994,0.692232542,fog,58.0,2.5188,1,cloud,22.507222135330398,21.271028964822733,20.937600522308752,20.937600522308752,0.38095238095238093,0.28571428571428575,0.3333333333333333,False,62.06,0.27119999999999994
V347,fog,66.48,0.1928,18053328,18.053328,84.14,Truck,1,N218,mMTC,0,T8413,6584,159,65,1,14.64526911,1.5,0.813516824,0.720838207,fog,66.48,1.5,1,cloud,32.37598516434506,22.89661363483041,20.655882205009682,20.655882205009682,0.38095238095238093,0.28571428571428575,0.3333333333333333,False,71.13360000000002,0.21786399999999997
V140,cloud,72.0,0.2026,19645185,19.645185,87.83,SUV,1,N176,mMTC,0,T10147,5873,78,78,1,12.02314474,2.2161,0.754483694,0.665125378,cloud,72.0,2.2161,1,cloud,36.25771758960585,24.796810879630208,22.370102064619903,22.370102064619903,0.38095238095238093,0.28571428571428575,0.3333333333333333,False,77.04,0.22893799999999997
V622,fog,72.0,0.2329,7872876,7.872876,87.49,Motorcycle,1,N171,mMTC,0,T10974,9306,147,139,1,11.39030956,1.7396,0.938858788,0.685864242,fog,72.0,1.7396,1,cloud,28.678041682997552,25.88869823383539,24.870541711853253,24.870541711853253,0.38095238095238093,0.28571428571428575,0.3333333333333333,False,77.04,0.263177
V500,vehicle,60.22,0.2317,232166,0.232166,87.83,Truck,1,N475,mMTC,1,T9346,1342,90,90,1,16.69331322,1.5972,0.880203136,0.961643183,vehicle,74.68213724440851,2.341165097844851,1,vehicle,21.24885221045591,23.413179418644408,24.72724865203886,21.24885221045591,0.38095238095238093,0.28571428571428575,0.3333333333333333,True,56.0046,0.20157899999999998
V371,cloud,62.67,0.2152,38091250,38.09125,87.83,SUV,1,N100,mMTC,1,T2515,9830,52,52,1,16.7937922,1.5404,0.842256236,0.616730972,fog,77.63780680558015,2.1330826965228065,1,fog,50.38161056555687,23.65498323659608,19.59478584265101,23.65498323659608,0.38095238095238093,0.28571428571428575,0.3333333333333333,True,62.67,0.2152
V199,vehicle,58.0,0.2114,4009976,4.009976,83.0,Truck,0,N480,mMTC,1,T2909,2008,223,37,1,15.85038409,2.3463,0.746980094,0.811728117,vehicle,67.72230253121596,2.9795378446843346,1,fog,24.046117983635803,23.984334268037127,24.243787929775042,23.984334268037127,0.42105263157894735,0.21052631578947367,0.36842105263157887,True,58.0,0.2114
V688,vehicle,64.3,0.2106,5048525,5.048525,83.18,Sedan,0,N129,eMBB,0,T5939,2269,216,55,1,12.82768262,1.8825,0.98205054,0.791686631,vehicle,64.3,1.8825,1,cloud,27.090929291035824,26.301709537422063,26.24227464964318,26.24227464964318,0.42105263157894735,0.21052631578947367,0.36842105263157887,False,68.801,0.237978
V585,cloud,58.86,0.2156,29171988,29.171988,84.49,Motorcycle,1,N57,URLLC,0,T5016,9054,127,59,1,11.58603268,2.3833,0.984947356,0.648302695,cloud,58.86,2.3833,1,cloud,40.05453688000499,20.368046260978197,18.370468907489535,18.370468907489535,0.38095238095238093,0.28571428571428575,0.3333333333333333,False,62.9802,0.24362799999999998
V902,fog,65.12,0.1924,4965118,4.965118,83.17,Truck,1,N181,mMTC,0,T9596,1354,237,60,1,15.10539816,1.5253,0.734902611,0.715998661,fog,65.12,1.5253,1,cloud,24.80440472615637,24.134038423061117,24.10503180867224,24.10503180867224,0.38095238095238093,0.28571428571428575,0.3333333333333333,False,69.67840000000001,0.21741199999999997
V060,vehicle,69.75,0.1921,3177540,3.17754,83.0,Truck,1,N246,URLLC,0,T8770,1390,212,38,1,13.64091496,1.8505,0.705862718,0.798826998,vehicle,69.75,1.8505,1,vehicle,25.816730918705332,26.317215443483825,26.872866440613752,25.816730918705332,0.38095238095238093,0.28571428571428575,0.3333333333333333,False,64.8675,0.167127
V329,vehicle,72.0,0.1952,3437070,3.43707,86.11,Truck,1,N144,mMTC,0,T4787,1259,269,195,1,11.73222941,2.1423,0.990788335,0.768480441,vehicle,72.0,2.1423,1,vehicle,26.75937152912067,27.0935903648465,27.579315027721545,26.75937152912067,0.38095238095238093,0.28571428571428575,0.3333333333333333,False,66.96000000000001,0.169824
V097,cloud,58.0,0.2186,39035205,39.035205,85.49,Truck,1,N51,mMTC,0,T2603,8107,278,174,1,13.97106146,2.4692,0.985664882,0.595941289,cloud,58.0,2.4692,1,cloud,49.341967693922165,22.325325084973034,18.159681622993315,18.159681622993315,0.38095238095238093,0.28571428571428575,0.3333333333333333,False,62.06,0.24701799999999996
V313,vehicle,58.04,0.1943,1188090,1.18809,85.24,Sedan,0,N368,mMTC,0,T7780,3870,181,106,1,11.20633113,1.855,0.715110858,0.904588646,vehicle,58.04,1.855,1,vehicle,22.97536047516352,24.68037682416753,25.79087213984656,22.97536047516352,0.42105263157894735,0.21052631578947367,0.36842105263157887,False,53.9772,0.169041
V975,cloud,66.48,0.2291,8294926,8.294926,84.34,Sedan,1,N459,eMBB,1,T2827,1934,213,94,1,16.45592241,2.2547,0.889545164,0.67537562,fog,74.25720979312402,2.722144932652658,1,fog,26.656668814685847,23.80492741209555,22.73194173763971,23.80492741209555,0.38095238095238093,0.28571428571428575,0.3333333333333333,True,66.48,0.2291
V300,vehicle,71.65,0.2181,2543382,2.543382,87.83,Truck,0,N218,URLLC,0,T1119,4197,89,89,1,12.55267989,2.5931,0.715163377,0.83624268,vehicle,71.65,2.5931,1,vehicle,28.99590172063816,30.05385838174144,30.92053142021081,28.99590172063816,0.42105263157894735,0.21052631578947367,0.36842105263157887,False,66.6345,0.189747
V278,fog,62.4,0.2375,13607892,13.607892,85.41,Sedan,1,N104,mMTC,0,T3486,4401,206,126,1,14.97513371,2.2416,0.744945166,0.690640848,fog,62.4,2.2416,1,cloud,26.43594497345243,21.48421679005559,19.382670965550624,19.382670965550624,0.38095238095238093,0.28571428571428575,0.3333333333333333,False,66.768,0.268375
V925,vehicle,58.0,0.1922,7783050,7.78305,87.1,Motorcycle,0,N383,eMBB,0,T2981,4450,215,190,1,12.87026646,1.7434,0.969886518,0.783483808,vehicle,58.0,1.7434,1,cloud,25.49374199028807,23.065881565963004,22.18627796843917,22.18627796843917,0.42105263157894735,0.21052631578947367,0.36842105263157887,False,62.06,0.217186
V602,cloud,72.0,0.1862,22820967,22.820967,87.83,Motorcycle,1,N55,eMBB,0,T10504,7407,81,81,1,14.12040813,1.5,0.834038708,0.654776717,cloud,72.0,1.5,1,cloud,39.35920621675307,24.813053929414703,22.383769858673247,22.383769858673247,0.38095238095238093,0.28571428571428575,0.3333333333333333,False,77.04,0.21040599999999998
V440,vehicle,72.0,0.1967,7346892,7.346892,86.17,Sedan,1,N257,eMBB,0,T7720,4172,241,177,1,14.28026168,2.5724,0.703196375,0.802113249,vehicle,72.0,2.5724,1,cloud,28.441048974434647,26.02337080684946,25.184099113847427,25.184099113847427,0.38095238095238093,0.28571428571428575,0.3333333333333333,False,77.04,0.222271
V838,cloud,72.0,0.2019,14554737,14.554737,83.75,Truck,1,N346,eMBB,0,T6576,3411,274,95,1,12.10912673,1.5,0.917147822,0.671407038,cloud,72.0,1.5,1,cloud,31.278026564307574,24.763989534636764,22.34212182740958,22.34212182740958,0.38095238095238093,0.28571428571428575,0.3333333333333333,False,77.04,0.22814699999999996
V571,vehicle,58.59,0.1862,2520480,2.52048,83.0,SUV,0,N156,URLLC,1,T1723,4720,249,35,1,16.81750777,2.5784,0.977388961,0.866083266,vehicle,73.10427687708048,3.767118880939847,1,vehicle,23.70724235356429,24.58664015641525,25.30224029827292,23.70724235356429,0.42105263157894735,0.21052631578947367,0.36842105263157887,True,54.48870000000001,0.161994
V880,vehicle,70.56,0.1902,252520,0.25252,84.11,Truck,1,N53,URLLC,1,T7235,2360,290,117,1,15.65079694,2.1285,0.92948768,0.963611354,vehicle,86.49489734694376,2.5677815822985144,1,vehicle,24.884641056051517,27.404406316546606,28.936266296089517,24.884641056051517,0.38095238095238093,0.28571428571428575,0.3333333333333333,True,65.6208,0.165474
V262,cloud,58.0,0.1904,29136798,29.136798,84.67,SUV,0,N442,mMTC,1,T8367,6198,182,90,1,16.63699365,2.6622,0.708278013,0.615665718,fog,64.88456532646843,3.8932292379059614,1,fog,43.80275340197455,22.162136015464984,19.988634630405265,22.162136015464984,0.42105263157894735,0.21052631578947367,0.36842105263157887,True,58.0,0.1904
V579,cloud,58.0,0.2226,13594368,13.594368,84.94,Sedan,0,N329,eMBB,1,T3949,2976,201,108,1,16.3689641,2.4796,0.811005465,0.63351815,fog,71.81132437877113,3.3689857552601623,1,fog,27.142852252870913,22.057934908245688,19.900081079096953,22.057934908245688,0.42105263157894735,0.21052631578947367,0.36842105263157887,True,58.0,0.2226
V024,cloud,72.0,0.218,30820608,30.820608,87.83,SUV,0,N444,eMBB,0,T5494,7056,94,94,1,14.58739987,2.7388,0.964215884,0.623769578,cloud,72.0,2.7388,1,cloud,52.1373000013808,27.4703001123973,24.77811917474052,24.77811917474052,0.42105263157894735,0.21052631578947367,0.36842105263157887,False,77.04,0.24633999999999998
V031,cloud,67.3,0.2123,18862074,18.862074,85.07,Sedan,1,N187,eMBB,1,T10732,3951,231,129,0,16.53124541,1.8966,0.880473903,0.636186828,fog,82.81160377501718,2.810230739099868,1,fog,33.517986023861575,23.187096170903864,20.917718619682677,23.187096170903864,0.38095238095238093,0.28571428571428575,0.3333333333333333,True,67.3,0.2123
V618,vehicle,69.47,0.2268,1392000,1.392,83.0,Motorcycle,1,N364,mMTC,0,T8112,2175,252,55,1,11.53095501,2.4385,0.798571837,0.900298568,vehicle,69.47,2.4385,1,vehicle,24.982497495927873,26.692200936693105,27.828983463599226,24.982497495927873,0.38095238095238093,0.28571428571428575,0.3333333333333333,False,64.6071,0.197316
V011,cloud,72.0,0.24,6571180,6.57118,85.92,Truck,0,N150,eMBB,0,T2821,8785,288,200,1,12.17589717,1.9633,0.960999825,0.674045982,cloud,72.0,1.9633,1,cloud,31.05426689772735,28.986814914288043,28.350288743542155,28.350288743542155,0.42105263157894735,0.21052631578947367,0.36842105263157887,False,77.04,0.27119999999999994
V222,vehicle,72.0,0.1904,1446895,1.446895,83.92,SUV,0,N264,eMBB,0,T5338,655,171,64,1,11.27136373,2.0647,0.981528629,0.818604593,vehicle,72.0,2.0647,1,vehicle,28.611985105590794,30.52568475304818,31.80624063295643,28.611985105590794,0.42105263157894735,0.21052631578947367,0.36842105263157887,False,66.96000000000001,0.16564800000000002
V821,cloud,58.04,0.24,33517390,33.51739,85.96,Truck,0,N250,URLLC,0,T5370,7445,257,180,1,12.95198198,2.2568,0.73317694,0.557233199,cloud,58.04,2.2568,1,cloud,48.56878114652612,22.95331145062481,20.036963092881965,20.036963092881965,0.42105263157894735,0.21052631578947367,0.36842105263157887,False,62.1028,0.27119999999999994
V297,cloud,72.0,0.2288,20898592,20.898592,83.0,Sedan,0,N433,URLLC,0,T4185,4576,246,34,1,13.33206374,2.5771,0.880579386,0.621214171,cloud,72.0,2.5771,1,cloud,41.4123878110142,27.40197253234529,24.71997070489955,24.71997070489955,0.42105263157894735,0.21052631578947367,0.36842105263157887,False,77.04,0.258544
V055,vehicle,64.57,0.1952,541296,0.541296,84.75,Motorcycle,0,N298,mMTC,0,T9404,5012,136,69,1,12.62809419,2.7207,0.944584391,0.863132029,vehicle,64.57,2.7207,1,vehicle,25.279748854496937,27.62621702724423,29.078212260431663,25.279748854496937,0.42105263157894735,0.21052631578947367,0.36842105263157887,False,60.05009999999999,0.169824
V543,cloud,72.0,0.2089,23488344,23.488344,84.73,SUV,0,N411,URLLC,1,T9626,6204,244,123,1,15.97242505,2.4399,0.871338578,0.664774002,fog,84.80345101696157,3.5125653650892503,1,fog,44.20782058076543,27.416642263779252,24.73231621165397,27.416642263779252,0.42105263157894735,0.21052631578947367,0.36842105263157887,True,72.0,0.2089
V210,fog,64.85,0.1886,23674469,23.674469,85.04,Truck,1,N423,eMBB,0,T304,8971,239,132,1,13.14051996,1.9839,0.70976781,0.693911826,fog,64.85,1.9839,1,cloud,37.187756527703165,22.37423948837112,20.182689109407207,20.182689109407207,0.38095238095238093,0.28571428571428575,0.3333333333333333,False,69.3895,0.21311799999999997
V605,cloud,72.0,0.2252,16840518,16.840518,83.4,SUV,0,N211,mMTC,0,T34,3711,244,71,0,12.68560706,1.9885,0.796296662,0.636230437,cloud,72.0,1.9885,1,cloud,37.02410889024924,27.37254147681403,24.694858997882772,24.694858997882772,0.42105263157894735,0.21052631578947367,0.36842105263157887,False,77.04,0.254476
V693,fog,68.93,0.2375,4939248,4.939248,84.66,Sedan,1,N25,eMBB,0,T3275,6053,191,94,1,14.2561765,2.4,0.885698109,0.743760713,fog,68.93,2.4,1,cloud,26.25211347802098,25.560011823046366,25.53773206323614,25.53773206323614,0.38095238095238093,0.28571428571428575,0.3333333333333333,False,73.75510000000001,0.268375
V663,vehicle,69.2,0.2226,4862306,4.862306,87.83,Sedan,1,N294,mMTC,0,T1942,2822,153,153,1,11.84554535,1.751,0.955804812,0.780732543,vehicle,69.2,1.751,1,fog,26.318558215143373,25.675929478660294,25.67867533565529,25.675929478660294,0.38095238095238093,0.28571428571428575,0.3333333333333333,False,69.2,0.2226
V867,vehicle,69.75,0.2329,4723198,4.723198,86.01,Motorcycle,0,N341,eMBB,1,T9117,3071,226,160,1,15.81318188,1.584,0.979251641,0.789562416,vehicle,82.91121924648132,2.375018289325442,1,fog,29.234518871291105,28.623880905907072,28.677572767997564,28.623880905907072,0.42105263157894735,0.21052631578947367,0.36842105263157887,True,69.75,0.2329
V071,cloud,58.0,0.1973,43782792,43.782792,85.27,Sedan,1,N152,eMBB,0,T9284,8994,144,85,1,11.44730386,1.9017,0.840453255,0.601004925,cloud,58.0,1.9017,1,cloud,53.97948359897557,23.659618167114328,18.180837893216314,18.180837893216314,0.38095238095238093,0.28571428571428575,0.3333333333333333,False,62.06,0.22294899999999998
V544,fog,67.3,0.1988,17001713,17.001713,87.39,Motorcycle,1,N24,URLLC,1,T3523,7087,225,209,1,16.92132162,1.814,0.980863504,0.708394728,fog,78.05793229556897,2.367657369968821,1,fog,31.694015620963203,23.17177127973848,20.904512990036856,23.17177127973848,0.38095238095238093,0.28571428571428575,0.3333333333333333,True,67.3,0.1988
V108,fog,58.0,0.207,4690823,4.690823,87.47,Sedan,1,N252,mMTC,1,T4837,1307,157,148,1,15.63346862,1.8258,0.799220859,0.727151929,fog,64.27642625775168,2.611179713379136,1,fog,22.011087359460035,21.568915092429467,21.617723215755152,21.568915092429467,0.38095238095238093,0.28571428571428575,0.3333333333333333,True,58.0,0.207
V494,cloud,72.0,0.1829,5199483,5.199483,87.63,Motorcycle,0,N60,URLLC,0,T7108,1083,243,235,1,12.19229409,1.7442,0.918002502,0.670668688,cloud,72.0,1.7442,1,cloud,30.390632212990372,29.390521463485832,29.267852502820414,29.267852502820414,0.42105263157894735,0.21052631578947367,0.36842105263157887,False,77.04,0.206677
V591,cloud,69.47,0.2108,9544689,9.544689,83.0,Truck,0,N467,mMTC,0,T252,2079,189,39,1,11.0331327,1.5,0.810093037,0.665759886,cloud,69.47,1.5,1,cloud,31.326758303978533,27.09751226638268,25.407781074662225,25.407781074662225,0.42105263157894735,0.21052631578947367,0.36842105263157887,False,74.33290000000001,0.23820399999999997
V742,vehicle,70.56,0.1983,617695,0.617695,87.83,Truck,1,N434,mMTC,1,T9072,1105,50,50,1,15.89276857,1.5,0.799024475,0.93932579,vehicle,81.16372760558022,1.9808689111241589,1,vehicle,25.040253388735707,27.309023718646834,28.719986074079316,25.040253388735707,0.38095238095238093,0.28571428571428575,0.3333333333333333,True,65.6208,0.172521
V293,vehicle,66.75,0.1998,2131852,2.131852,87.83,Truck,0,N367,URLLC,1,T6900,2374,178,178,1,15.24114406,2.7255,0.729229548,0.868386732,vehicle,81.46357015408759,3.662970300941491,1,vehicle,26.83254154241276,28.11419430429946,29.06418180123943,26.83254154241276,0.42105263157894735,0.21052631578947367,0.36842105263157887,True,62.0775,0.173826
V290,vehicle,69.75,0.24,2082171,2.082171,83.0,Truck,1,N66,mMTC,1,T9734,2639,294,58,1,15.37404301,1.9969,0.964774986,0.839903334,vehicle,76.77346254068566,2.772199697850229,1,vehicle,25.373606730260803,26.620530979123856,27.535694532526257,25.373606730260803,0.38095238095238093,0.28571428571428575,0.3333333333333333,True,64.8675,0.20879999999999999
V653,fog,61.58,0.1926,14732497,14.732497,84.63,Motorcycle,1,N398,URLLC,1,T9441,7891,238,116,1,15.62762208,1.9404,0.883375269,0.752775166,fog,70.8185318489111,2.837064921710152,1,fog,27.06668735411331,21.199746662918773,19.125686620182396,21.199746662918773,0.38095238095238093,0.28571428571428575,0.3333333333333333,True,61.58,0.1926
